province,latitude,longitude,date,avg_temp,max_temp,min_temp,precipitation_mm
Palencia,42.0167,-4.5333,2025-06-26,20.0,26.9,13.5,0.0
Palencia,42.0167,-4.5333,2025-06-27,23.7,33.1,14.8,0.0
Palencia,42.0167,-4.5333,2025-06-28,27.9,35.8,20.4,0.0
Palencia,42.0167,-4.5333,2025-06-29,28.3,35.5,21.3,0.0
Palencia,42.0167,-4.5333,2025-06-30,23.8,30.3,17.5,0.0
Palencia,42.0167,-4.5333,2025-07-01,26.9,37.3,16.5,0.0
Palencia,42.0167,-4.5333,2025-07-02,29.5,36.6,20.6,0.0
Palencia,42.0167,-4.5333,2025-07-03,20.8,29.4,14.8,0.0
Pontevedra,42.4333,-8.65,2025-06-20,20.6,25.7,16.3,0.0
Pontevedra,42.4333,-8.65,2025-06-21,18.7,24.7,13.1,0.0
Pontevedra,42.4333,-8.65,2025-06-22,18.7,25.4,11.0,0.0
Pontevedra,42.4333,-8.65,2025-06-23,22.7,32.1,14.8,2.7
Pontevedra,42.4333,-8.65,2025-06-24,21.8,25.4,19.1,1.5
Pontevedra,42.4333,-8.65,2025-06-25,19.3,20.4,18.4,2.1
Pontevedra,42.4333,-8.65,2025-06-26,20.1,21.8,18.7,0.0
Pontevedra,42.4333,-8.65,2025-06-27,21.9,28.4,18.9,0.0
Pontevedra,42.4333,-8.65,2025-06-28,20.6,25.6,16.1,0.0
Pontevedra,42.4333,-8.65,2025-06-29,20.8,25.9,15.4,0.0
Pontevedra,42.4333,-8.65,2025-06-30,22.0,30.7,14.6,0.0
Pontevedra,42.4333,-8.65,2025-07-01,20.6,26.4,16.5,0.0
Pontevedra,42.4333,-8.65,2025-07-02,20.2,26.4,14.0,0.0
Pontevedra,42.4333,-8.65,2025-07-03,20.6,26.0,17.0,0.0
Salamanca,40.9667,-5.65,2025-06-20,26.5,34.4,18.7,0.0
Salamanca,40.9667,-5.65,2025-06-21,26.1,32.6,18.7,0.0
Salamanca,40.9667,-5.65,2025-06-22,24.2,30.9,16.9,0.0
Salamanca,40.9667,-5.65,2025-06-23,24.2,30.7,18.4,0.3
Salamanca,40.9667,-5.65,2025-06-24,22.3,26.8,18.3,0.0
Salamanca,40.9667,-5.65,2025-06-25,20.7,26.3,14.9,0.3
Salamanca,40.9667,-5.65,2025-06-26,20.6,27.7,13.8,0.0
Salamanca,40.9667,-5.65,2025-06-27,24.6,35.9,14.6,0.0
Salamanca,40.9667,-5.65,2025-06-28,28.6,38.9,22.0,0.0
Salamanca,40.9667,-5.65,2025-06-29,29.2,37.5,22.0,0.0
Salamanca,40.9667,-5.65,2025-06-30,26.3,35.0,18.1,0.0
Salamanca,40.9667,-5.65,2025-07-01,29.2,39.6,18.4,0.0
Salamanca,40.9667,-5.65,2025-07-02,29.6,38.3,22.2,0.0
Salamanca,40.9667,-5.65,2025-07-03,25.4,34.6,16.6,0.0
Santa Cruz de Tenerife,28.4667,-16.25,2025-06-20,21.9,25.2,20.0,0.0
Santa Cruz de Tenerife,28.4667,-16.25,2025-06-21,21.8,25.3,19.3,0.0
Santa Cruz de Tenerife,28.4667,-16.25,2025-06-22,21.9,24.8,20.0,0.0
Santa Cruz de Tenerife,28.4667,-16.25,2025-06-23,21.8,25.1,19.8,0.0
Santa Cruz de Tenerife,28.4667,-16.25,2025-06-24,21.1,24.5,19.0,0.0
Santa Cruz de Tenerife,28.4667,-16.25,2025-06-25,20.4,23.0,18.4,0.0
Santa Cruz de Tenerife,28.4667,-16.25,2025-06-26,20.5,23.5,18.7,0.0
Santa Cruz de Tenerife,28.4667,-16.25,2025-06-27,21.6,25.8,18.9,0.0
Santa Cruz de Tenerife,28.4667,-16.25,2025-06-28,22.8,27.0,19.4,0.0
Santa Cruz de Tenerife,28.4667,-16.25,2025-06-29,24.2,28.6,20.9,0.0
Santa Cruz de Tenerife,28.4667,-16.25,2025-06-30,22.8,26.9,19.6,0.0
Santa Cruz de Tenerife,28.4667,-16.25,2025-07-01,22.6,25.5,20.0,0.0
Santa Cruz de Tenerife,28.4667,-16.25,2025-07-02,23.4,27.0,20.5,0.0
Santa Cruz de Tenerife,28.4667,-16.25,2025-07-03,23.6,26.9,21.1,0.0
Segovia,40.95,-4.1167,2025-06-20,25.1,32.5,16.3,0.0
Segovia,40.95,-4.1167,2025-06-21,27.1,32.7,22.1,0.0
Segovia,40.95,-4.1167,2025-06-22,25.5,31.4,18.7,0.1
Segovia,40.95,-4.1167,2025-06-23,24.2,30.6,17.6,0.6
Segovia,40.95,-4.1167,2025-06-24,20.7,24.3,18.2,3.6
Segovia,40.95,-4.1167,2025-06-25,21.2,27.9,13.7,0.0
Segovia,40.95,-4.1167,2025-06-26,21.0,27.4,14.6,0.0
Segovia,40.95,-4.1167,2025-06-27,23.9,32.9,14.7,0.0
Segovia,40.95,-4.1167,2025-06-28,24.9,35.1,20.0,1.2
Segovia,40.95,-4.1167,2025-06-29,27.4,35.3,21.5,0.0
Segovia,40.95,-4.1167,2025-06-30,24.8,32.4,18.8,0.0
Segovia,40.95,-4.1167,2025-07-01,28.5,37.0,20.5,0.0
Segovia,40.95,-4.1167,2025-07-02,29.2,37.2,21.9,0.0
Segovia,40.95,-4.1167,2025-07-03,25.5,33.4,17.5,0.0
Seville,37.39,-5.99,2025-06-20,31.3,39.1,23.3,0.0
Seville,37.39,-5.99,2025-06-21,29.2,35.4,23.8,0.0
Seville,37.39,-5.99,2025-06-22,28.0,34.8,21.8,0.0
Seville,37.39,-5.99,2025-06-23,26.3,30.7,23.0,0.0
Seville,37.39,-5.99,2025-06-24,23.3,27.2,20.2,0.0
Seville,37.39,-5.99,2025-06-25,22.6,28.4,17.9,0.0
Seville,37.39,-5.99,2025-06-26,25.7,34.6,17.8,0.0
Seville,37.39,-5.99,2025-06-27,31.4,44.9,20.8,0.0
Seville,37.39,-5.99,2025-06-28,34.1,46.0,23.5,0.0
Seville,37.39,-5.99,2025-06-29,34.8,47.1,26.1,0.0
Seville,37.39,-5.99,2025-06-30,35.9,46.0,26.6,0.0
Seville,37.39,-5.99,2025-07-01,35.9,47.1,26.3,0.0
Seville,37.39,-5.99,2025-07-02,35.4,46.1,25.5,0.0
Seville,37.39,-5.99,2025-07-03,33.6,43.2,25.5,0.0
Soria,41.7667,-2.4667,2025-06-20,23.0,31.9,11.5,0.1
Soria,41.7667,-2.4667,2025-06-21,24.4,33.7,14.1,0.4
Soria,41.7667,-2.4667,2025-06-22,23.3,29.8,16.6,2.8
Soria,41.7667,-2.4667,2025-06-23,24.5,33.0,15.7,0.3
Soria,41.7667,-2.4667,2025-06-24,23.8,30.1,18.3,1.8
Soria,41.7667,-2.4667,2025-06-25,19.3,24.1,15.2,5.7
Soria,41.7667,-2.4667,2025-06-26,18.8,26.0,10.5,0.0
Soria,41.7667,-2.4667,2025-06-27,21.0,31.1,12.6,0.0
Soria,41.7667,-2.4667,2025-06-28,24.4,33.7,16.2,0.0
Soria,41.7667,-2.4667,2025-06-29,25.3,33.3,18.3,0.0
Soria,41.7667,-2.4667,2025-06-30,22.6,30.3,16.6,0.0
Soria,41.7667,-2.4667,2025-07-01,24.7,35.2,15.2,0.0
Soria,41.7667,-2.4667,2025-07-02,26.9,36.0,19.9,0.0
Soria,41.7667,-2.4667,2025-07-03,23.3,34.0,14.6,0.0
Tarragona,41.1167,1.25,2025-06-20,25.4,28.8,21.1,0.0
Tarragona,41.1167,1.25,2025-06-21,25.5,28.6,21.5,0.0
Tarragona,41.1167,1.25,2025-06-22,25.5,28.4,21.4,0.0
Tarragona,41.1167,1.25,2025-06-23,26.1,29.0,22.0,0.0
Tarragona,41.1167,1.25,2025-06-24,26.2,30.2,21.8,0.0
Tarragona,41.1167,1.25,2025-06-25,27.0,32.3,22.1,0.0
Tarragona,41.1167,1.25,2025-06-26,26.4,30.7,23.9,0.0
Tarragona,41.1167,1.25,2025-06-27,25.9,29.8,22.7,0.0
Tarragona,41.1167,1.25,2025-06-28,26.2,28.0,24.4,0.0
Tarragona,41.1167,1.25,2025-06-29,26.5,28.1,25.0,0.0
Tarragona,41.1167,1.25,2025-06-30,27.7,29.5,25.9,0.0
Tarragona,41.1167,1.25,2025-07-01,28.8,30.6,26.9,0.0
Tarragona,41.1167,1.25,2025-07-02,28.1,29.9,26.3,0.0
Tarragona,41.1167,1.25,2025-07-03,27.8,29.3,26.4,0.0
Teruel,40.3333,-1.1,2025-06-20,24.4,33.5,15.5,0.0
Teruel,40.3333,-1.1,2025-06-21,24.4,33.1,16.2,0.4
Teruel,40.3333,-1.1,2025-06-22,25.1,34.1,17.7,0.3
Teruel,40.3333,-1.1,2025-06-23,26.1,34.4,16.8,0.0
Teruel,40.3333,-1.1,2025-06-24,25.0,32.7,16.8,0.0
Teruel,40.3333,-1.1,2025-06-25,22.8,31.1,15.3,0.9
Teruel,40.3333,-1.1,2025-06-26,21.8,29.6,14.2,0.0
Teruel,40.3333,-1.1,2025-06-27,24.1,33.3,14.5,0.0
Teruel,40.3333,-1.1,2025-06-28,27.7,35.9,20.2,0.0
Teruel,40.3333,-1.1,2025-06-29,27.1,35.2,21.5,0.3
Teruel,40.3333,-1.1,2025-06-30,27.5,36.3,20.0,0.0
Teruel,40.3333,-1.1,2025-07-01,27.9,35.9,20.8,0.0
Teruel,40.3333,-1.1,2025-07-02,29.7,38.6,21.9,0.0
Teruel,40.3333,-1.1,2025-07-03,30.4,38.1,23.4,0.0
Toledo,39.8667,-4.0167,2025-06-20,30.1,38.0,21.6,0.2
Toledo,39.8667,-4.0167,2025-06-21,31.2,38.3,24.4,0.5
Toledo,39.8667,-4.0167,2025-06-22,30.4,37.3,22.7,0.1
Toledo,39.8667,-4.0167,2025-06-23,29.3,36.4,22.6,0.3
Toledo,39.8667,-4.0167,2025-06-24,24.9,28.5,21.3,1.8
Toledo,39.8667,-4.0167,2025-06-25,24.5,31.0,18.0,1.2
Toledo,39.8667,-4.0167,2025-06-26,25.4,32.4,18.2,0.0
Toledo,39.8667,-4.0167,2025-06-27,28.4,37.5,18.9,0.0
Toledo,39.8667,-4.0167,2025-06-28,32.5,40.3,26.6,0.0
Toledo,39.8667,-4.0167,2025-06-29,33.0,40.7,27.0,0.0
Toledo,39.8667,-4.0167,2025-06-30,32.7,40.2,26.4,0.0
Toledo,39.8667,-4.0167,2025-07-01,33.2,41.9,25.2,0.0
Toledo,39.8667,-4.0167,2025-07-02,35.2,42.0,28.8,0.0
Toledo,39.8667,-4.0167,2025-07-03,34.2,40.7,28.1,0.0
Valencia,39.47,-0.3764,2025-06-20,27.2,31.7,22.5,0.0
Valencia,39.47,-0.3764,2025-06-21,27.3,31.2,22.1,0.0
Valencia,39.47,-0.3764,2025-06-22,27.7,31.6,23.7,0.0
Valencia,39.47,-0.3764,2025-06-23,27.6,32.4,22.4,0.0
Valencia,39.47,-0.3764,2025-06-24,26.8,30.6,22.3,0.0
Valencia,39.47,-0.3764,2025-06-25,26.7,30.9,22.6,0.0
Valencia,39.47,-0.3764,2025-06-26,27.0,33.4,20.5,0.0
Valencia,39.47,-0.3764,2025-06-27,26.4,32.1,21.9,0.0
Valencia,39.47,-0.3764,2025-06-28,26.9,31.9,22.3,0.0
Valencia,39.47,-0.3764,2025-06-29,27.6,31.3,23.7,0.0
Valencia,39.47,-0.3764,2025-06-30,28.4,33.0,23.4,0.0
Valencia,39.47,-0.3764,2025-07-01,27.9,32.3,23.9,0.0
Valencia,39.47,-0.3764,2025-07-02,28.8,34.7,24.5,0.0
Valencia,39.47,-0.3764,2025-07-03,27.7,31.8,24.1,0.0
Valladolid,41.65,-4.7167,2025-06-20,26.1,35.1,16.6,0.1
Valladolid,41.65,-4.7167,2025-06-21,27.1,33.9,19.1,1.4
Valladolid,41.65,-4.7167,2025-06-22,26.0,32.7,19.1,0.0
Valladolid,41.65,-4.7167,2025-06-23,25.0,32.5,16.5,0.7
Valladolid,41.65,-4.7167,2025-06-24,21.7,24.3,18.6,6.3
Valladolid,41.65,-4.7167,2025-06-25,21.3,26.6,16.8,0.9
Valladolid,41.65,-4.7167,2025-06-26,21.1,27.5,14.6,0.0
Valladolid,41.65,-4.7167,2025-06-27,24.8,34.1,16.4,0.0
Valladolid,41.65,-4.7167,2025-06-28,27.8,36.7,20.5,0.0
Valladolid,41.65,-4.7167,2025-06-29,28.1,36.1,20.8,0.0
Valladolid,41.65,-4.7167,2025-06-30,24.5,32.4,17.2,0.0
Valladolid,41.65,-4.7167,2025-07-01,27.6,38.3,16.7,0.0
Valladolid,41.65,-4.7167,2025-07-02,29.1,37.7,20.8,0.0
Valladolid,41.65,-4.7167,2025-07-03,22.2,32.8,14.8,0.0
Zamora,41.5,-5.75,2025-06-20,27.7,36.3,19.5,0.0
Zamora,41.5,-5.75,2025-06-21,27.2,34.5,20.0,0.1
Zamora,41.5,-5.75,2025-06-22,25.4,32.7,18.3,0.0
Zamora,41.5,-5.75,2025-06-23,25.0,32.0,18.2,0.4
Zamora,41.5,-5.75,2025-06-24,22.4,26.0,18.7,2.1
Zamora,41.5,-5.75,2025-06-25,21.0,26.1,16.1,0.3
Zamora,41.5,-5.75,2025-06-26,22.6,29.3,16.5,0.0
Zamora,41.5,-5.75,2025-06-27,26.0,34.4,19.0,0.0
Zamora,41.5,-5.75,2025-06-28,29.1,37.3,21.5,0.0
Zamora,41.5,-5.75,2025-06-29,28.7,36.4,21.6,0.0
Zamora,41.5,-5.75,2025-06-30,26.0,32.9,19.8,0.0
Zamora,41.5,-5.75,2025-07-01,27.3,38.9,17.4,0.0
Zamora,41.5,-5.75,2025-07-02,28.9,35.9,22.1,0.0
Zamora,41.5,-5.75,2025-07-03,23.4,32.1,16.1,0.0
Zaragoza,41.65,-0.8833,2025-06-20,30.5,37.6,22.6,0.0
Zaragoza,41.65,-0.8833,2025-06-21,30.6,40.1,21.6,0.1
Zaragoza,41.65,-0.8833,2025-06-22,30.4,38.7,24.8,0.6
Zaragoza,41.65,-0.8833,2025-06-23,30.3,38.5,23.4,0.6
Zaragoza,41.65,-0.8833,2025-06-24,31.7,40.5,24.8,0.0
Zaragoza,41.65,-0.8833,2025-06-25,27.6,33.3,22.9,2.4
Zaragoza,41.65,-0.8833,2025-06-26,23.8,29.7,18.9,0.9
Zaragoza,41.65,-0.8833,2025-06-27,26.7,34.9,19.5,0.0
Zaragoza,41.65,-0.8833,2025-06-28,30.7,39.4,22.9,0.0
Zaragoza,41.65,-0.8833,2025-06-29,32.0,39.5,26.3,0.0
Zaragoza,41.65,-0.8833,2025-06-30,28.5,33.5,23.7,0.0
Zaragoza,41.65,-0.8833,2025-07-01,28.2,38.8,19.0,0.0
Zaragoza,41.65,-0.8833,2025-07-02,32.5,41.1,25.8,0.0
Zaragoza,41.65,-0.8833,2025-07-03,25.3,34.0,19.5,0.0
